,bag_names,bag_ma
0,bag1,0.6369401506143478
1,bag10,0.7419738406658739
2,bag100,0.7065398335315101
3,bag101,0.771551724137931
4,bag102,0.7378121284185493
5,bag103,0.7812128418549346
6,bag104,0.7407847800237812
7,bag105,0.8194114149821641
8,bag106,0.7981239265424759
9,bag107,0.6385255648038048
10,bag108,0.5624256837098691
11,bag109,0.7674537115678615
12,bag11,0.8085612366230677
13,bag110,0.8119963007002245
14,bag111,0.8116527942925089
15,bag112,0.8194609591755846
16,bag113,0.7568370986920332
17,bag114,0.8434898929845421
18,bag115,0.7828775267538645
19,bag116,0.8005020478266613
20,bag117,0.8839816544929506
21,bag118,0.7508917954815695
22,bag119,0.6777645659928656
23,bag12,0.7812128418549346
24,bag120,0.6652794292508917
25,bag121,0.7429930355019535
26,bag122,0.8436385255648038
27,bag123,0.7922116527942924
28,bag124,0.7953626634958383
29,bag125,0.7625842251288147
30,bag126,0.7600475624256837
31,bag127,0.6492271105826397
32,bag128,0.8882282996432818
33,bag129,0.7681331747919142
34,bag13,0.771462544589774
35,bag130,0.8055885850178359
36,bag131,0.7975954551459902
37,bag132,0.758026159334126
38,bag133,0.7406149142177679
39,bag134,0.9417360285374553
40,bag135,0.7061321555970783
41,bag136,0.7756638921918351
42,bag137,0.7978596908442331
43,bag138,0.761395164486722
44,bag139,1.0
45,bag14,0.7082837891399127
46,bag140,0.8225921521997621
47,bag141,0.7234244946492271
48,bag142,0.9845422116527943
49,bag143,0.7727407847800237
50,bag144,0.7351367419738407
51,bag145,0.811385255648038
52,bag146,0.766052318668252
53,bag147,0.8035671819262783
54,bag148,0.708680142687277
55,bag149,0.5624256837098691
56,bag15,0.7934998018232262
57,bag150,0.8829964328180738
58,bag151,0.0710463733650416
59,bag152,0.14070550931430834
60,bag153,0.12413793103448274
61,bag154,0.1629013079667063
62,bag155,0.4137931034482758
63,bag156,0.0
64,bag157,0.10939357907253269
65,bag158,0.1632410395787328
66,bag159,0.15918549346016644
67,bag16,0.7492271105826396
68,bag160,0.11058263971462544
69,bag161,0.09726516052318666
70,bag162,0.12068965517241378
71,bag163,0.07871581450653983
72,bag164,0.14054696789536264
73,bag165,0.15279429250891793
74,bag166,0.09138780363512825
75,bag167,0.12098692033293697
76,bag168,0.1387237415774871
77,bag169,0.15180340864050731
78,bag17,0.8174791914387632
79,bag170,0.0657946888624653
80,bag171,0.04280618311533888
81,bag172,0.08252080856123663
82,bag173,0.10618311533888228
83,bag174,0.11194156616273142
84,bag175,0.10582639714625444
85,bag176,0.16032500990883866
86,bag177,0.15352094067908573
87,bag178,0.1413283506030236
88,bag179,0.14902893380895757
89,bag18,0.7336504161712246
90,bag180,0.05529131985731272
91,bag181,0.17954815695600476
92,bag182,0.059750297265160526
93,bag183,0.16488307570352753
94,bag184,0.0587395957193817
95,bag185,0.061831153388822835
96,bag186,0.1515391729422645
97,bag187,0.12217598097502971
98,bag188,0.258026159334126
99,bag189,0.12470273483947679
100,bag19,0.820154577883472
101,bag190,0.06468489892984543
102,bag191,0.14994054696789533
103,bag192,0.13991280221957983
104,bag193,0.1718192627824019
105,bag194,0.1629013079667063
106,bag195,0.11499915067096991
107,bag196,0.054458977407847796
108,bag197,0.28180737217598095
109,bag198,0.25842251288149026
110,bag199,0.258026159334126
111,bag2,0.8353151010701545
112,bag20,0.802615933412604
113,bag200,0.06397146254458977
114,bag201,0.1371383273880301
115,bag202,0.1836249363003227
116,bag203,0.1264367816091954
117,bag204,0.16337693222354338
118,bag205,0.1159334126040428
119,bag206,0.05284713964856652
120,bag207,0.16426023441481227
121,bag208,0.08541418945699564
122,bag209,0.1467003567181926
123,bag21,0.7508917954815696
124,bag210,0.16795481569560045
125,bag211,0.07669441141498216
126,bag212,0.17984542211652793
127,bag213,0.15708812260536398
128,bag214,0.18588981371383273
129,bag215,0.15769916765755052
130,bag216,0.08765075590283675
131,bag217,0.17226516052318666
132,bag218,0.14404620349923558
133,bag219,0.21918351169242964
134,bag22,0.9928656361474434
135,bag220,0.18747522790328972
136,bag221,0.11771700356718191
137,bag222,0.18370986920332932
138,bag223,0.17033293697978594
139,bag224,0.0882282996432818
140,bag225,0.15259611573523582
141,bag226,0.09845422116527941
142,bag227,0.10356718192627823
143,bag228,0.12604042806183113
144,bag229,0.21165279429250888
145,bag23,0.75
146,bag230,0.2406998471207745
147,bag231,0.13753468093539437
148,bag232,0.2143281807372176
149,bag233,0.055885850178359106
150,bag234,0.08263971462544588
151,bag235,0.10305192231470471
152,bag236,0.1596313912009512
153,bag237,0.14163033425815827
154,bag238,0.16052318668252077
155,bag239,0.2089774078478002
156,bag24,0.7804994054696789
157,bag240,0.12175980975029728
158,bag241,0.11206896551724135
159,bag242,0.03983353151010701
160,bag243,0.0978002378121284
161,bag244,0.005945303210463728
162,bag245,0.07321216239171055
163,bag246,0.0
164,bag247,0.16741973840665875
